0:00:00:00 Starting a new session
0:00:00:00 Loaded a total of 6 password hashes with 6 different salts
0:00:00:00 Remaining 6 password hashes with 6 different salts
0:00:00:00 - Hash type: Traditional DES (lengths up to 8, longer passwords split)
0:00:00:00 - Algorithm: 24/32 4K
0:00:00:00 - Candidate passwords will be buffered and tried in chunks of 128
0:00:00:00 Proceeding with "single crack" mode
0:00:00:00 - 956 preprocessed word mangling rules
0:00:00:00 - Allocated 6 buffers of 64 candidate passwords each
0:00:00:00 - Rule #1: ':' accepted as ''
0:00:00:00 - Rule #2: '-s x**' rejected
0:00:00:00 - Rule #3: '-c (?acQ' accepted as '(?acQ'
0:00:00:00 - Rule #4: '-c lQ' accepted as 'lQ'
0:00:00:00 - Rule #5: '-s-c x**MlQ' rejected
0:00:00:03 - Expanding tables for length 4 to character count 14
0:00:00:03 - Trying length 4, fixed @4, character count 14
0:00:00:03 - Switching to length 3
0:00:00:03 - Expanding tables for length 3 to character count 25
0:00:00:03 - Trying length 3, fixed @2, character count 25
0:00:00:03 - Switching to length 6
0:00:00:03 - Expanding tables for length 6 to character count 8
0:00:00:03 - Trying length 6, fixed @4, character count 8
0:00:00:03 - Switching to length 5
0:00:00:03 - Expanding tables for length 5 to character count 9
0:00:00:03 - Trying length 5, fixed @2, character count 9
0:00:00:03 - Switching to length 3
0:00:00:03 - Expanding tables for length 3 to character count 27
0:00:00:03 - Trying length 3, fixed @3, character count 27
0:00:00:03 - Switching to length 4
0:00:00:03 - Expanding tables for length 4 to character count 14
0:00:00:03 - Trying length 4, fixed @1, character count 14
0:00:00:03 - Switching to length 5
0:00:00:03 - Expanding tables for length 5 to character count 10
0:00:00:03 - Trying length 5, fixed @3, character count 10
0:00:00:03 - Switching to length 4
0:00:00:03 - Expanding tables for length 4 to character count 14
0:00:00:03 - Trying length 4, fixed @2, character count 14
0:00:00:03 - Switching to length 3
0:00:00:03 - Expanding tables for length 3 to character count 25
0:00:00:03 - Trying length 3, fixed @1, character count 25
0:00:00:03 - Switching to length 6
0:00:00:03 - Expanding tables for length 6 to character count 8
0:00:00:03 - Trying length 6, fixed @1, character count 8
0:00:00:03 - Switching to length 2
0:00:00:03 - Expanding tables for length 2 to character count 26
0:00:00:03 - Trying length 2, fixed @1, character count 26
0:00:00:03 - Switching to length 3
0:00:00:03 - Expanding tables for length 3 to character count 26
0:00:00:03 - Trying length 3, fixed @2, character count 26
0:00:00:03 - Switching to length 6
0:00:00:03 - Expanding tables for length 6 to character count 8
0:00:00:03 - Trying length 6, fixed @2, character count 8
0:00:00:03 - Switching to length 2
0:00:00:03 - Expanding tables for length 2 to character count 27
0:00:00:03 - Trying length 2, fixed @1, character count 27
0:00:00:03 - Switching to length 4
0:00:00:03 - Expanding tables for length 4 to character count 15
0:00:00:03 - Trying length 4, fixed @3, character count 15
0:00:00:03 - Switching to length 3
0:00:00:03 - Expanding tables for length 3 to character count 28
0:00:00:03 - Trying length 3, fixed @3, character count 28
0:00:00:03 - Trying length 3, fixed @1, character count 26
0:00:00:03 - Switching to length 6
0:00:00:03 - Expanding tables for length 6 to character count 8
0:00:00:03 - Trying length 6, fixed @5, character count 8
0:00:00:03 - Switching to length 4
0:00:00:03 - Expanding tables for length 4 to character count 15
0:00:00:03 - Trying length 4, fixed @4, character count 15
0:00:00:03 - Switching to length 2
0:00:00:03 - Expanding tables for length 2 to character count 28
0:00:00:03 - Trying length 2, fixed @1, character count 28
0:00:00:03 - Switching to length 5
0:00:00:03 - Expanding tables for length 5 to character count 10
0:00:00:03 - Trying length 5, fixed @4, character count 10
0:00:00:03 - Switching to length 2
0:00:00:03 - Expanding tables for length 2 to character count 29
0:00:00:03 - Trying length 2, fixed @1, character count 29
0:00:00:03 - Trying length 2, fixed @2, character count 29
0:00:00:03 - Switching to length 3
0:00:00:03 - Expanding tables for length 3 to character count 27
0:00:00:03 - Trying length 3, fixed @2, character count 27
0:00:00:03 - Switching to length 5
0:00:00:03 - Expanding tables for length 5 to character count 10
0:00:00:03 - Trying length 5, fixed @1, character count 10
0:00:00:03 - Switching to length 7
0:00:00:03 - Expanding tables for length 7 to character count 6
0:00:00:03 - Trying length 7, fixed @2, character count 6
0:00:00:04 - Switching to length 2
0:00:00:04 - Expanding tables for length 2 to character count 30
0:00:00:04 - Trying length 2, fixed @1, character count 30
0:00:00:04 - Trying length 2, fixed @2, character count 30
0:00:00:04 - Switching to length 4
0:00:00:04 - Expanding tables for length 4 to character count 15
0:00:00:04 - Trying length 4, fixed @1, character count 15
0:00:00:04 - Switching to length 3
0:00:00:04 - Expanding tables for length 3 to character count 27
0:00:00:04 - Trying length 3, fixed @1, character count 27
0:00:00:04 - Switching to length 2
0:00:00:04 - Expanding tables for length 2 to character count 31
0:00:00:04 - Trying length 2, fixed @1, character count 31
0:00:00:04 - Trying length 2, fixed @2, character count 31
0:00:00:04 - Switching to length 3
0:00:00:04 - Expanding tables for length 3 to character count 29
0:00:00:04 - Trying length 3, fixed @3, character count 29
0:00:00:04 - Switching to length 5
0:00:00:04 - Expanding tables for length 5 to character count 10
0:00:00:04 - Trying length 5, fixed @5, character count 10
0:00:00:04 - Switching to length 2
0:00:00:04 - Expanding tables for length 2 to character count 32
0:00:00:04 - Trying length 2, fixed @1, character count 32
0:00:00:04 - Trying length 2, fixed @2, character count 32
0:00:00:04 - Switching to length 4
0:00:00:04 - Expanding tables for length 4 to character count 15
0:00:00:04 - Trying length 4, fixed @2, character count 15
0:00:00:04 - Switching to length 3
0:00:00:04 - Expanding tables for length 3 to character count 28
0:00:00:04 - Trying length 3, fixed @2, character count 28
0:00:00:04 - Switching to length 2
0:00:00:04 - Expanding tables for length 2 to character count 33
0:00:00:04 - Trying length 2, fixed @1, character count 33
0:00:00:04 - Trying length 2, fixed @2, character count 33
0:00:00:04 - Switching to length 7
0:00:00:04 - Expanding tables for length 7 to character count 6
0:00:00:04 - Trying length 7, fixed @3, character count 6
0:00:00:04 - Switching to length 4
0:00:00:04 - Expanding tables for length 4 to character count 16
0:00:00:04 - Trying length 4, fixed @3, character count 16
0:00:00:04 - Switching to length 2
0:00:00:04 - Expanding tables for length 2 to character count 34
0:00:00:04 - Trying length 2, fixed @1, character count 34
0:00:00:04 - Trying length 2, fixed @2, character count 34
0:00:00:04 - Switching to length 3
0:00:00:04 - Expanding tables for length 3 to character count 28
0:00:00:04 - Trying length 3, fixed @1, character count 28
0:00:00:04 - Switching to length 4
0:00:00:04 - Expanding tables for length 4 to character count 16
0:00:00:04 - Trying length 4, fixed @4, character count 16
0:00:00:04 - Switching to length 7
0:00:00:04 - Expanding tables for length 7 to character count 6
0:00:00:04 - Trying length 7, fixed @6, character count 6
0:00:00:04 - Trying length 7, fixed @4, character count 6
0:00:00:04 - Switching to length 5
0:00:00:04 - Expanding tables for length 5 to character count 10
0:00:00:04 - Trying length 5, fixed @2, character count 10
0:00:00:04 - Switching to length 3
0:00:00:04 - Expanding tables for length 3 to character count 29
0:00:00:04 - Trying length 3, fixed @2, character count 29
0:00:00:04 - Expanding tables for length 3 to character count 30
0:00:00:04 - Trying length 3, fixed @3, character count 30
0:00:00:04 - Switching to length 7
0:00:00:04 - Expanding tables for length 7 to character count 6
0:00:00:04 - Trying length 7, fixed @7, character count 6
0:00:00:04 - Switching to length 3
0:00:00:04 - Expanding tables for length 3 to character count 29
0:00:00:04 - Trying length 3, fixed @1, character count 29
0:00:00:04 - Expanding tables for length 3 to character count 30
0:00:00:04 - Trying length 3, fixed @2, character count 30
0:00:00:04 - Switching to length 4
0:00:00:04 - Expanding tables for length 4 to character count 16
0:00:00:04 - Trying length 4, fixed @1, character count 16
0:00:00:04 - Switching to length 7
0:00:00:04 - Expanding tables for length 7 to character count 6
0:00:00:04 - Trying length 7, fixed @5, character count 6
0:00:00:04 - Switching to length 3
0:00:00:04 - Expanding tables for length 3 to character count 31
0:00:00:04 - Trying length 3, fixed @3, character count 31
0:00:00:04 - Switching to length 4
0:00:00:04 - Expanding tables for length 4 to character count 16
0:00:00:04 - Trying length 4, fixed @2, character count 16
0:00:00:04 - Expanding tables for length 4 to character count 17
0:00:00:04 - Trying length 4, fixed @3, character count 17
0:00:00:04 - Switching to length 8
0:00:00:04 - Expanding tables for length 8 to character count 5
0:00:00:04 - Trying length 8, fixed @2, character count 5
0:00:00:05 - Switching to length 3
0:00:00:05 - Expanding tables for length 3 to character count 32
0:00:00:05 - Trying length 3, fixed @3, character count 32
0:00:00:05 - Switching to length 4
0:00:00:05 - Expanding tables for length 4 to character count 17
0:00:00:05 - Trying length 4, fixed @4, character count 17
0:00:00:05 - Switching to length 6
0:00:00:05 - Expanding tables for length 6 to character count 9
0:00:00:05 - Trying length 6, fixed @4, character count 9
0:00:00:05 - Switching to length 5
0:00:00:05 - Expanding tables for length 5 to character count 11
0:00:00:05 - Trying length 5, fixed @1, character count 11
0:00:00:05 - Switching to length 6
0:00:00:05 - Expanding tables for length 6 to character count 9
0:00:00:05 - Trying length 6, fixed @3, character count 9
0:00:00:05 - Switching to length 3
0:00:00:05 - Expanding tables for length 3 to character count 31
0:00:00:05 - Trying length 3, fixed @2, character count 31
0:00:00:05 - Switching to length 6
0:00:00:05 - Expanding tables for length 6 to character count 9
0:00:00:05 - Trying length 6, fixed @6, character count 9
0:00:00:05 - Switching to length 5
0:00:00:05 - Expanding tables for length 5 to character count 11
0:00:00:05 - Trying length 5, fixed @4, character count 11
0:00:00:05 - Trying length 5, fixed @5, character count 11
0:00:00:05 - Trying length 5, fixed @3, character count 11
0:00:00:05 - Switching to length 3
0:00:00:05 - Expanding tables for length 3 to character count 30
0:00:00:05 - Trying length 3, fixed @1, character count 30
0:00:00:05 - Expanding tables for length 3 to character count 32
0:00:00:05 - Trying length 3, fixed @2, character count 32
0:00:00:05 - Switching to length 8
0:00:00:05 - Expanding tables for length 8 to character count 5
0:00:00:05 - Trying length 8, fixed @6, character count 5
0:00:00:05 - Switching to length 7
0:00:00:05 - Expanding tables for length 7 to character count 6
0:00:00:05 - Trying length 7, fixed @1, character count 6
0:00:00:06 - Switching to length 6
0:00:00:06 - Expanding tables for length 6 to character count 9
0:00:00:06 - Trying length 6, fixed @1, character count 9
0:00:00:06 - Switching to length 4
0:00:00:06 - Expanding tables for length 4 to character count 17
0:00:00:06 - Trying length 4, fixed @1, character count 17
0:00:00:06 - Switching to length 3
0:00:00:06 - Expanding tables for length 3 to character count 31
0:00:00:06 - Trying length 3, fixed @1, character count 31
0:00:00:06 - Switching to length 8
0:00:00:06 - Expanding tables for length 8 to character count 5
0:00:00:06 - Trying length 8, fixed @4, character count 5
0:00:00:06 - Trying length 8, fixed @7, character count 5
0:00:00:06 - Trying length 8, fixed @5, character count 5
0:00:00:06 - Switching to length 6
0:00:00:06 - Expanding tables for length 6 to character count 9
0:00:00:06 - Trying length 6, fixed @5, character count 9
0:00:00:06 - Switching to length 3
0:00:00:06 - Expanding tables for length 3 to character count 33
0:00:00:06 - Trying length 3, fixed @2, character count 33
0:00:00:06 - Switching to length 8
0:00:00:06 - Expanding tables for length 8 to character count 5
0:00:00:06 - Trying length 8, fixed @3, character count 5
0:00:00:07 - Switching to length 4
0:00:00:07 - Expanding tables for length 4 to character count 18
0:00:00:07 - Trying length 4, fixed @4, character count 18
0:00:00:07 - Switching to length 8
0:00:00:07 - Expanding tables for length 8 to character count 5
0:00:00:07 - Trying length 8, fixed @8, character count 5
0:00:00:07 - Switching to length 3
0:00:00:07 - Expanding tables for length 3 to character count 33
0:00:00:07 - Trying length 3, fixed @3, character count 33
0:00:00:07 - Switching to length 4
0:00:00:07 - Expanding tables for length 4 to character count 18
0:00:00:07 - Trying length 4, fixed @3, character count 18
0:00:00:07 - Trying length 4, fixed @2, character count 17
0:00:00:07 - Switching to length 8
0:00:00:07 - Expanding tables for length 8 to character count 5
0:00:00:07 - Trying length 8, fixed @1, character count 5
0:00:00:07 - Switching to length 6
0:00:00:07 - Expanding tables for length 6 to character count 9
0:00:00:07 - Trying length 6, fixed @2, character count 9
0:00:00:07 - Switching to length 3
0:00:00:07 - Expanding tables for length 3 to character count 34
0:00:00:07 - Trying length 3, fixed @3, character count 34
0:00:00:07 - Trying length 3, fixed @1, character count 32
0:00:00:07 - Switching to length 4
0:00:00:07 - Expanding tables for length 4 to character count 18
0:00:00:07 - Trying length 4, fixed @1, character count 18
0:00:00:07 - Switching to length 3
0:00:00:07 - Expanding tables for length 3 to character count 33
0:00:00:07 - Trying length 3, fixed @1, character count 33
0:00:00:07 - Expanding tables for length 3 to character count 35
0:00:00:07 - Trying length 3, fixed @3, character count 35
0:00:00:07 - Switching to length 5
0:00:00:07 - Expanding tables for length 5 to character count 11
0:00:00:07 - Trying length 5, fixed @2, character count 11
0:00:00:07 - Switching to length 4
0:00:00:07 - Expanding tables for length 4 to character count 19
0:00:00:07 - Trying length 4, fixed @3, character count 19
0:00:00:07 - Switching to length 5
0:00:00:07 - Expanding tables for length 5 to character count 12
0:00:00:07 - Trying length 5, fixed @4, character count 12
0:00:00:08 - Switching to length 3
0:00:00:08 - Expanding tables for length 3 to character count 34
0:00:00:08 - Trying length 3, fixed @2, character count 34
0:00:00:08 - Switching to length 4
0:00:00:08 - Expanding tables for length 4 to character count 18
0:00:00:08 - Trying length 4, fixed @2, character count 18
0:00:00:08 - Switching to length 5
0:00:00:08 - Expanding tables for length 5 to character count 12
0:00:00:08 - Trying length 5, fixed @1, character count 12
0:00:00:08 - Trying length 5, fixed @3, character count 12
0:00:00:08 - Switching to length 2
0:00:00:08 - Expanding tables for length 2 to character count 35
0:00:00:08 - Trying length 2, fixed @1, character count 35
0:00:00:08 - Trying length 2, fixed @2, character count 35
0:00:00:08 - Switching to length 3
0:00:00:08 - Expanding tables for length 3 to character count 34
0:00:00:08 - Trying length 3, fixed @1, character count 34
0:00:00:08 - Switching to length 4
0:00:00:08 - Expanding tables for length 4 to character count 19
0:00:00:08 - Trying length 4, fixed @4, character count 19
0:00:00:08 - Trying length 4, fixed @1, character count 19
0:00:00:08 - Switching to length 2
0:00:00:08 - Expanding tables for length 2 to character count 36
0:00:00:08 - Trying length 2, fixed @1, character count 36
0:00:00:08 - Trying length 2, fixed @2, character count 36
0:00:00:08 - Switching to length 3
0:00:00:08 - Expanding tables for length 3 to character count 35
0:00:00:08 - Trying length 3, fixed @2, character count 35
0:00:00:08 - Switching to length 2
0:00:00:08 - Expanding tables for length 2 to character count 37
0:00:00:08 - Trying length 2, fixed @1, character count 37
0:00:00:08 - Trying length 2, fixed @2, character count 37
0:00:00:08 - Expanding tables for length 2 to character count 38
0:00:00:08 - Trying length 2, fixed @1, character count 38
0:00:00:08 - Trying length 2, fixed @2, character count 38
0:00:00:08 - Switching to length 6
0:00:00:08 - Expanding tables for length 6 to character count 10
0:00:00:08 - Trying length 6, fixed @3, character count 10
0:00:00:08 - Switching to length 2
0:00:00:08 - Expanding tables for length 2 to character count 39
0:00:00:08 - Trying length 2, fixed @1, character count 39
0:00:00:08 - Trying length 2, fixed @2, character count 39
0:00:00:08 - Switching to length 4
0:00:00:08 - Expanding tables for length 4 to character count 20
0:00:00:08 - Trying length 4, fixed @3, character count 20
0:00:00:08 - Switching to length 5
0:00:00:08 - Expanding tables for length 5 to character count 12
0:00:00:08 - Trying length 5, fixed @5, character count 12
0:00:00:08 - Switching to length 3
0:00:00:08 - Expanding tables for length 3 to character count 36
0:00:00:08 - Trying length 3, fixed @2, character count 36
0:00:00:08 - Switching to length 2
0:00:00:08 - Expanding tables for length 2 to character count 40
0:00:00:08 - Trying length 2, fixed @1, character count 40
0:00:00:08 - Trying length 2, fixed @2, character count 40
0:00:00:08 - Switching to length 6
0:00:00:08 - Expanding tables for length 6 to character count 10
0:00:00:08 - Trying length 6, fixed @4, character count 10
0:00:00:09 - Trying length 6, fixed @6, character count 10
0:00:00:09 - Switching to length 2
0:00:00:09 - Expanding tables for length 2 to character count 41
0:00:00:09 - Trying length 2, fixed @1, character count 41
0:00:00:09 - Trying length 2, fixed @2, character count 41
0:00:00:09 - Switching to length 7
0:00:00:09 - Expanding tables for length 7 to character count 7
0:00:00:09 - Trying length 7, fixed @2, character count 7
0:00:00:09 - Switching to length 2
0:00:00:09 - Expanding tables for length 2 to character count 42
0:00:00:09 - Trying length 2, fixed @1, character count 42
0:00:00:09 - Trying length 2, fixed @2, character count 42
0:00:00:09 - Switching to length 4
0:00:00:09 - Expanding tables for length 4 to character count 20
0:00:00:09 - Trying length 4, fixed @4, character count 20
0:00:00:09 - Switching to length 2
0:00:00:09 - Expanding tables for length 2 to character count 43
0:00:00:09 - Trying length 2, fixed @1, character count 43
0:00:00:09 - Trying length 2, fixed @2, character count 43
0:00:00:09 - Switching to length 4
0:00:00:09 - Expanding tables for length 4 to character count 20
0:00:00:09 - Trying length 4, fixed @1, character count 20
0:00:00:09 - Switching to length 3
0:00:00:09 - Expanding tables for length 3 to character count 36
0:00:00:09 - Trying length 3, fixed @3, character count 36
0:00:00:09 - Switching to length 2
0:00:00:09 - Expanding tables for length 2 to character count 44
0:00:00:09 - Trying length 2, fixed @1, character count 44
0:00:00:09 - Trying length 2, fixed @2, character count 44
0:00:00:09 - Switching to length 3
0:00:00:09 - Expanding tables for length 3 to character count 35
0:00:00:09 - Trying length 3, fixed @1, character count 35
0:00:00:09 - Switching to length 6
0:00:00:09 - Expanding tables for length 6 to character count 10
0:00:00:09 - Trying length 6, fixed @5, character count 10
0:00:00:10 - Switching to length 2
0:00:00:10 - Expanding tables for length 2 to character count 45
0:00:00:10 - Trying length 2, fixed @1, character count 45
0:00:00:10 - Trying length 2, fixed @2, character count 45
0:00:00:10 - Switching to length 7
0:00:00:10 - Expanding tables for length 7 to character count 7
0:00:00:10 - Trying length 7, fixed @3, character count 7
0:00:00:10 - Switching to length 4
0:00:00:10 - Expanding tables for length 4 to character count 21
0:00:00:10 - Trying length 4, fixed @3, character count 21
0:00:00:10 - Switching to length 2
0:00:00:10 - Expanding tables for length 2 to character count 46
0:00:00:10 - Trying length 2, fixed @1, character count 46
0:00:00:10 - Trying length 2, fixed @2, character count 46
0:00:00:10 - Switching to length 6
0:00:00:10 - Expanding tables for length 6 to character count 10
0:00:00:10 - Trying length 6, fixed @1, character count 10
0:00:00:10 - Switching to length 2
0:00:00:10 - Expanding tables for length 2 to character count 47
0:00:00:10 - Trying length 2, fixed @1, character count 47
0:00:00:10 - Trying length 2, fixed @2, character count 47
0:00:00:10 - Switching to length 7
0:00:00:10 - Expanding tables for length 7 to character count 7
0:00:00:10 - Trying length 7, fixed @4, character count 7
0:00:00:11 - Switching to length 2
0:00:00:11 - Expanding tables for length 2 to character count 48
0:00:00:11 - Trying length 2, fixed @1, character count 48
0:00:00:11 - Trying length 2, fixed @2, character count 48
0:00:00:11 - Expanding tables for length 2 to character count 49
0:00:00:11 - Trying length 2, fixed @1, character count 49
0:00:00:11 - Trying length 2, fixed @2, character count 49
0:00:00:11 - Switching to length 5
0:00:00:11 - Expanding tables for length 5 to character count 12
0:00:00:11 - Trying length 5, fixed @2, character count 12
0:00:00:11 - Switching to length 2
0:00:00:11 - Expanding tables for length 2 to character count 50
0:00:00:11 - Trying length 2, fixed @1, character count 50
0:00:00:11 - Trying length 2, fixed @2, character count 50
0:00:00:11 - Switching to length 5
0:00:00:11 - Expanding tables for length 5 to character count 13
0:00:00:11 - Trying length 5, fixed @4, character count 13
0:00:00:11 - Switching to length 4
0:00:00:11 - Expanding tables for length 4 to character count 21
0:00:00:11 - Trying length 4, fixed @1, character count 21
0:00:00:11 - Switching to length 2
0:00:00:11 - Expanding tables for length 2 to character count 51
0:00:00:11 - Trying length 2, fixed @1, character count 51
0:00:00:11 - Trying length 2, fixed @2, character count 51
0:00:00:11 - Switching to length 7
0:00:00:11 - Expanding tables for length 7 to character count 7
0:00:00:11 - Trying length 7, fixed @6, character count 7
0:00:00:11 - Switching to length 2
0:00:00:11 - Expanding tables for length 2 to character count 52
0:00:00:11 - Trying length 2, fixed @1, character count 52
0:00:00:11 - Trying length 2, fixed @2, character count 52
0:00:00:11 - Switching to length 7
0:00:00:11 - Expanding tables for length 7 to character count 7
0:00:00:11 - Trying length 7, fixed @7, character count 7
0:00:00:11 - Switching to length 4
0:00:00:11 - Expanding tables for length 4 to character count 21
0:00:00:11 - Trying length 4, fixed @4, character count 21
0:00:00:11 - Switching to length 2
0:00:00:11 - Expanding tables for length 2 to character count 53
0:00:00:11 - Trying length 2, fixed @1, character count 53
0:00:00:11 - Trying length 2, fixed @2, character count 53
0:00:00:11 - Switching to length 5
0:00:00:11 - Expanding tables for length 5 to character count 13
0:00:00:11 - Trying length 5, fixed @1, character count 13
0:00:00:11 - Switching to length 2
0:00:00:11 - Expanding tables for length 2 to character count 54
0:00:00:11 - Trying length 2, fixed @1, character count 54
0:00:00:11 - Trying length 2, fixed @2, character count 54
0:00:00:11 - Switching to length 5
0:00:00:11 - Expanding tables for length 5 to character count 13
0:00:00:11 - Trying length 5, fixed @3, character count 13
0:00:00:12 - Switching to length 4
0:00:00:12 - Expanding tables for length 4 to character count 19
0:00:00:12 - Trying length 4, fixed @2, character count 19
0:00:00:12 - Switching to length 7
0:00:00:12 - Expanding tables for length 7 to character count 7
0:00:00:12 - Trying length 7, fixed @5, character count 7
0:00:00:12 - Switching to length 2
0:00:00:12 - Expanding tables for length 2 to character count 55
0:00:00:12 - Trying length 2, fixed @1, character count 55
0:00:00:12 - Trying length 2, fixed @2, character count 55
0:00:00:12 - Switching to length 5
0:00:00:12 - Expanding tables for length 5 to character count 13
0:00:00:12 - Trying length 5, fixed @5, character count 13
0:00:00:12 - Switching to length 2
0:00:00:12 - Expanding tables for length 2 to character count 56
0:00:00:12 - Trying length 2, fixed @1, character count 56
0:00:00:12 - Trying length 2, fixed @2, character count 56
0:00:00:12 - Switching to length 4
0:00:00:12 - Expanding tables for length 4 to character count 22
0:00:00:12 - Trying length 4, fixed @3, character count 22
0:00:00:12 - Switching to length 2
0:00:00:12 - Expanding tables for length 2 to character count 57
0:00:00:12 - Trying length 2, fixed @1, character count 57
0:00:00:12 - Trying length 2, fixed @2, character count 57
0:00:00:12 - Expanding tables for length 2 to character count 58
0:00:00:12 - Trying length 2, fixed @1, character count 58
0:00:00:12 - Trying length 2, fixed @2, character count 58
0:00:00:12 - Expanding tables for length 2 to character count 59
0:00:00:12 - Trying length 2, fixed @1, character count 59
0:00:00:12 - Trying length 2, fixed @2, character count 59
0:00:00:12 - Expanding tables for length 2 to character count 60
0:00:00:12 - Trying length 2, fixed @1, character count 60
0:00:00:12 - Trying length 2, fixed @2, character count 60
0:00:00:12 - Expanding tables for length 2 to character count 61
0:00:00:12 - Trying length 2, fixed @1, character count 61
0:00:00:12 - Trying length 2, fixed @2, character count 61
0:00:00:12 - Expanding tables for length 2 to character count 62
0:00:00:12 - Trying length 2, fixed @1, character count 62
0:00:00:12 - Trying length 2, fixed @2, character count 62
0:00:00:12 - Expanding tables for length 2 to character count 63
0:00:00:12 - Trying length 2, fixed @1, character count 63
0:00:00:12 - Trying length 2, fixed @2, character count 63
0:00:00:12 - Expanding tables for length 2 to character count 64
0:00:00:12 - Trying length 2, fixed @1, character count 64
0:00:00:12 - Trying length 2, fixed @2, character count 64
0:00:00:12 - Expanding tables for length 2 to character count 65
0:00:00:12 - Trying length 2, fixed @1, character count 65
0:00:00:12 - Trying length 2, fixed @2, character count 65
0:00:00:12 - Expanding tables for length 2 to character count 66
0:00:00:12 - Trying length 2, fixed @1, character count 66
0:00:00:12 - Trying length 2, fixed @2, character count 66
0:00:00:12 - Switching to length 4
0:00:00:12 - Expanding tables for length 4 to character count 22
0:00:00:12 - Trying length 4, fixed @1, character count 22
0:00:00:12 - Trying length 4, fixed @2, character count 20
0:00:00:12 - Switching to length 7
0:00:00:12 - Expanding tables for length 7 to character count 7
0:00:00:12 - Trying length 7, fixed @1, character count 7
0:00:00:13 - Switching to length 2
0:00:00:13 - Expanding tables for length 2 to character count 67
0:00:00:13 - Trying length 2, fixed @1, character count 67
0:00:00:13 - Trying length 2, fixed @2, character count 67
0:00:00:13 - Switching to length 6
0:00:00:13 - Expanding tables for length 6 to character count 11
0:00:00:13 - Trying length 6, fixed @3, character count 11
0:00:00:13 - Switching to length 2
0:00:00:13 - Expanding tables for length 2 to character count 68
0:00:00:13 - Trying length 2, fixed @1, character count 68
0:00:00:13 - Trying length 2, fixed @2, character count 68
0:00:00:13 - Switching to length 6
0:00:00:13 - Expanding tables for length 6 to character count 11
0:00:00:13 - Trying length 6, fixed @4, character count 11
0:00:00:14 - Switching to length 2
0:00:00:14 - Expanding tables for length 2 to character count 69
0:00:00:14 - Trying length 2, fixed @1, character count 69
0:00:00:14 - Trying length 2, fixed @2, character count 69
0:00:00:14 - Switching to length 6
0:00:00:14 - Expanding tables for length 6 to character count 10
0:00:00:14 - Trying length 6, fixed @2, character count 10
0:00:00:14 - Switching to length 2
0:00:00:14 - Expanding tables for length 2 to character count 70
0:00:00:14 - Trying length 2, fixed @1, character count 70
0:00:00:14 - Trying length 2, fixed @2, character count 70
0:00:00:14 - Expanding tables for length 2 to character count 71
0:00:00:14 - Trying length 2, fixed @1, character count 71
0:00:00:14 - Trying length 2, fixed @2, character count 71
0:00:00:14 - Switching to length 6
0:00:00:14 - Expanding tables for length 6 to character count 11
0:00:00:14 - Trying length 6, fixed @6, character count 11
0:00:00:15 - Switching to length 5
0:00:00:15 - Expanding tables for length 5 to character count 14
0:00:00:15 - Trying length 5, fixed @4, character count 14
0:00:00:15 - Switching to length 2
0:00:00:15 - Expanding tables for length 2 to character count 72
0:00:00:15 - Trying length 2, fixed @1, character count 72
0:00:00:15 - Trying length 2, fixed @2, character count 72
0:00:00:15 - Expanding tables for length 2 to character count 73
0:00:00:15 - Trying length 2, fixed @1, character count 73
0:00:00:15 - Trying length 2, fixed @2, character count 73
0:00:00:15 - Expanding tables for length 2 to character count 74
0:00:00:15 - Trying length 2, fixed @1, character count 74
0:00:00:15 - Trying length 2, fixed @2, character count 74
0:00:00:15 - Expanding tables for length 2 to character count 75
0:00:00:15 - Trying length 2, fixed @1, character count 75
0:00:00:15 - Trying length 2, fixed @2, character count 75
0:00:00:15 - Switching to length 5
0:00:00:15 - Expanding tables for length 5 to character count 14
0:00:00:15 - Trying length 5, fixed @3, character count 14
0:00:00:15 - Trying length 5, fixed @2, character count 13
0:00:00:15 - Switching to length 2
0:00:00:15 - Expanding tables for length 2 to character count 76
0:00:00:15 - Trying length 2, fixed @1, character count 76
0:00:00:15 - Trying length 2, fixed @2, character count 76
0:00:00:15 - Switching to length 5
0:00:00:15 - Expanding tables for length 5 to character count 14
0:00:00:15 - Trying length 5, fixed @1, character count 14
0:00:00:15 - Switching to length 2
0:00:00:15 - Expanding tables for length 2 to character count 77
0:00:00:15 - Trying length 2, fixed @1, character count 77
0:00:00:15 - Trying length 2, fixed @2, character count 77
0:00:00:15 - Switching to length 5
0:00:00:15 - Expanding tables for length 5 to character count 14
0:00:00:15 - Trying length 5, fixed @5, character count 14
0:00:00:15 - Switching to length 2
0:00:00:15 - Expanding tables for length 2 to character count 78
0:00:00:15 - Trying length 2, fixed @1, character count 78
0:00:00:15 - Trying length 2, fixed @2, character count 78
0:00:00:15 - Switching to length 6
0:00:00:15 - Expanding tables for length 6 to character count 11
0:00:00:15 - Trying length 6, fixed @5, character count 11
0:00:00:16 - Switching to length 2
0:00:00:16 - Expanding tables for length 2 to character count 79
0:00:00:16 - Trying length 2, fixed @1, character count 79
0:00:00:16 - Trying length 2, fixed @2, character count 79
0:00:00:16 - Switching to length 4
0:00:00:16 - Expanding tables for length 4 to character count 23
0:00:00:16 - Trying length 4, fixed @1, character count 23
0:00:00:16 - Switching to length 6
0:00:00:16 - Expanding tables for length 6 to character count 11
